code_ine,Nombre,Votantes,Nulos,VotosValidos(votantes-nulos),VotosSinRepresentacion,CandidaturasSinRepresentacion,%SinRepresentacion(votantes-nulos),VotosValidos(enblanco+candidaturas),%SinRepresentacion(enblanco+candidaturas)
34172626128,Sajazarra,84,1,83,11,1,"13,25%",90,"12,22%"
34024444265,Vinaceite,144,1,143,17,1,"11,89%",139,"12,23%"
34073737013,Aldeacipreste,54,8,46,6,1,"13,04%",49,"12,24%"
34024444216,Teruel,18243,277,17966,2203,5,"12,26%",17966,"12,26%"
34110606015,Badajoz,75176,1030,74146,9096,7,"12,27%",74146,"12,27%"
34073737061,El Cabaco,216,6,210,21,1,"10,00%",171,"12,28%"
34111010101,Huélaga,149,3,146,14,1,"9,59%",114,"12,28%"
34074747003,Aguilar de Campos,174,3,171,21,1,"12,28%",171,"12,28%"
34074040076,El Espinar,4718,105,4613,567,4,"12,29%",4613,"12,29%"
34090808072,Corbera de Llobregat,5658,82,5576,687,4,"12,32%",5576,"12,32%"
34024444005,Aguilar del Alfambra,49,1,48,9,3,"18,75%",73,"12,33%"
34063939069,San Felices de Buelna,1638,24,1614,199,4,"12,33%",1614,"12,33%"
34092525189,Rosselló,1320,31,1289,159,3,"12,34%",1289,"12,34%"
34123232017,Carballeda de Valdeorras,948,8,940,116,2,"12,34%",940,"12,34%"
34172626136,Santa Eulalia Bajera,78,5,73,10,1,"13,70%",81,"12,35%"
34072424009,Balboa,175,5,170,21,1,"12,35%",170,"12,35%"
34080202031,Férez,453,16,437,54,2,"12,36%",437,"12,36%"
34011818194,Zújar,1486,10,1476,183,3,"12,40%",1476,"12,40%"
34090808279,Terrassa,80703,821,79882,9912,8,"12,41%",79882,"12,41%"
34073737022,Aldeaseca de la Frontera,187,2,185,23,1,"12,43%",185,"12,43%"
34164848014,Barrika,763,7,756,94,3,"12,43%",756,"12,43%"
34091717155,Salt,7747,113,7634,950,5,"12,44%",7634,"12,44%"
34122727016,Chantada,5164,68,5096,635,3,"12,46%",5096,"12,46%"
34011111013,Castellar de la Frontera,1805,19,1786,223,3,"12,49%",1786,"12,49%"
34090808264,Sant Vicenç de Montalt,2871,45,2826,353,4,"12,49%",2826,"12,49%"
34070505079,Gallegos de Altamiros,57,0,57,9,2,"15,79%",72,"12,50%"
34024444070,El Castellar,46,0,46,7,1,"15,22%",56,"12,50%"
34074747092,Montealegre de Campos,78,3,75,10,1,"13,33%",80,"12,50%"
34070505169,Navatalgordo,197,2,195,25,1,"12,82%",200,"12,50%"
34081919332,La Yunta,69,3,66,8,1,"12,12%",64,"12,50%"
34081616129,Montalbanejo,73,6,67,7,1,"10,45%",56,"12,50%"
34091717227,Vilamaniscle,109,5,104,10,1,"9,62%",80,"12,50%"
34081919306,Valderrebollo,22,0,22,2,2,"9,09%",16,"12,50%"
34094343061,Forès,34,0,34,3,1,"8,82%",24,"12,50%"
34070909179,Iglesiarrubia,37,2,35,3,1,"8,57%",24,"12,50%"
34074747128,Quintanilla del Molar,38,3,35,3,1,"8,57%",24,"12,50%"
34070909083,Castil de Peones,25,1,24,2,1,"8,33%",16,"12,50%"
34070909295,Quintanilla del Coco,39,3,36,3,1,"8,33%",24,"12,50%"
34074242106,La Losilla,12,0,12,1,1,"8,33%",8,"12,50%"
34081919019,Alique,13,1,12,1,1,"8,33%",8,"12,50%"
34070909382,Tobar,16,3,13,1,1,"7,69%",8,"12,50%"
34074242010,Aldealices,14,1,13,1,1,"7,69%",8,"12,50%"
34081919097,Congostrina,13,0,13,1,1,"7,69%",8,"12,50%"
34172626169,Villanueva de Cameros,66,1,65,5,1,"7,69%",40,"12,50%"
34092525105,Granyena de les Garrigues,114,6,108,8,2,"7,41%",64,"12,50%"
34070505120,Marlín,33,1,32,2,2,"6,25%",16,"12,50%"
34024444133,Lanzuela,16,0,16,2,1,"12,50%",16,"12,50%"
34025050096,Embid de Ariza,24,0,24,3,1,"12,50%",24,"12,50%"
34123232084,Verea,708,4,704,88,2,"12,50%",704,"12,50%"
34092525120,Lleida,48130,842,47288,5915,5,"12,51%",47288,"12,51%"
34010404072,Partaloa,402,3,399,50,2,"12,53%",399,"12,53%"
34121515077,Santa Comba,6064,53,6011,754,3,"12,54%",6011,"12,54%"
34104646119,L'Ènova,584,18,566,71,2,"12,54%",566,"12,54%"
34070505239,Sotalbo,192,3,189,24,2,"12,70%",191,"12,57%"
34024444176,Palomar de Arroyos,122,5,117,16,1,"13,68%",127,"12,60%"
34073434028,Báscones de Ojeda,99,3,96,12,1,"12,50%",95,"12,63%"
34110606121,Santa Marta,2483,78,2405,304,3,"12,64%",2405,"12,64%"
34104646235,Sueca,14845,186,14659,1853,4,"12,64%",14659,"12,64%"
34063939083,Soba,807,8,799,101,2,"12,64%",799,"12,64%"
34074949257,Villanueva de Azoague,254,9,245,31,2,"12,65%",245,"12,65%"
34132828027,Buitrago del Lozoya,907,22,885,112,3,"12,66%",885,"12,66%"
34111010212,Villanueva de la Vera,1227,35,1192,151,2,"12,67%",1192,"12,67%"
34153131141,Lapoblación,80,3,77,9,1,"11,69%",71,"12,68%"
34094343095,El Morell,1772,15,1757,223,3,"12,69%",1757,"12,69%"
34063939080,San Vicente de la Barquera,2643,51,2592,329,3,"12,69%",2592,"12,69%"
34081616022,Arcos de la Sierra,65,0,65,8,1,"12,31%",63,"12,70%"
34070909304,Rabé de las Calzadas,169,19,150,16,1,"10,67%",126,"12,70%"
34123232015,O Bolo,571,4,567,72,2,"12,70%",567,"12,70%"
34094343043,El Catllar,2132,14,2118,269,3,"12,70%",2118,"12,70%"
34073737088,Carrascal del Obispo,130,7,123,15,1,"12,20%",118,"12,71%"
34074040092,Fuentidueña,109,4,105,13,1,"12,38%",102,"12,75%"
34070909014,Los Altos,161,3,158,19,2,"12,03%",149,"12,75%"
34070505905,Villanueva de Ávila,175,4,171,19,2,"11,11%",149,"12,75%"
34094343148,Tarragona,48260,643,47617,6072,7,"12,75%",47617,"12,75%"
34094343072,El Lloar,65,3,62,6,1,"9,68%",47,"12,77%"
34074747147,San Pablo de la Moraleja,78,7,71,6,1,"8,45%",47,"12,77%"
34104646032,Almàssera,4379,36,4343,556,3,"12,80%",4343,"12,80%"
34074747041,Castrodeza,109,6,103,15,1,"14,56%",117,"12,82%"
34074040142,Navares de Ayuso,39,0,39,5,1,"12,82%",39,"12,82%"
34025050071,Campillo de Aragón,98,0,98,14,1,"14,29%",109,"12,84%"
34025050111,Fréscano,122,2,120,17,1,"14,17%",132,"12,88%"
34070909242,Padilla de Abajo,47,3,44,4,1,"9,09%",31,"12,90%"
34070909095,Celada del Camino,54,5,49,4,1,"8,16%",31,"12,90%"
34024444163,Noguera de Albarracín,87,2,85,11,1,"12,94%",85,"12,94%"
34090808029,Cabrera de Mar,2338,28,2310,299,2,"12,94%",2310,"12,94%"
34070505162,Navalperal de Tormes,54,7,47,7,2,"14,89%",54,"12,96%"
34111010020,Almoharín,1276,42,1234,160,2,"12,97%",1234,"12,97%"
34010404902,El Ejido,24986,252,24734,3211,5,"12,98%",24734,"12,98%"
34172626112,Ortigosa de Cameros,183,3,180,24,1,"13,33%",184,"13,04%"
34081616079,Cueva del Hierro,25,0,25,3,1,"12,00%",23,"13,04%"
34073737259,Puebla de San Medel,31,1,30,3,1,"10,00%",23,"13,04%"
34090808130,Montclar,75,0,75,6,1,"8,00%",46,"13,04%"
34025050087,Contamina,23,0,23,3,1,"13,04%",23,"13,04%"
34132828164,Valdetorres de Jarama,2623,45,2578,337,3,"13,07%",2578,"13,07%"
34153131176,Murchante,2147,52,2095,274,2,"13,08%",2095,"13,08%"
34025050133,Lagata,86,2,84,14,2,"16,67%",107,"13,08%"
34160101002,Amurrio,5196,96,5100,669,4,"13,12%",5100,"13,12%"
34033333069,Soto del Barco,2489,14,2475,325,3,"13,13%",2475,"13,13%"
34063939030,Guriezo,1509,29,1480,195,3,"13,18%",1480,"13,18%"
34022222199,Sabiñánigo,4338,78,4260,562,3,"13,19%",4260,"13,19%"
34025050106,Los Fayos,102,1,101,14,1,"13,86%",106,"13,21%"
34081919334,Zarzuela de Jadraque,58,2,56,7,1,"12,50%",53,"13,21%"
34063939051,Pesquera,61,0,61,7,1,"11,48%",53,"13,21%"
34033333065,Sariego,865,3,862,114,2,"13,23%",862,"13,23%"
34122727043,O Páramo,1008,10,998,132,2,"13,23%",998,"13,23%"
34024444119,Griegos,98,0,98,18,1,"18,37%",136,"13,24%"
34101212139,Vistabella del Maestrat,242,8,234,31,2,"13,25%",234,"13,25%"
34072424074,Fuentes de Carbajal,72,0,72,11,2,"15,28%",83,"13,25%"
34070505064,Constanzana,79,0,79,11,2,"13,92%",83,"13,25%"
34025050194,Olvés,85,0,85,13,1,"15,29%",98,"13,27%"
34070909251,Pancorbo,256,0,256,34,2,"13,28%",256,"13,28%"
34073434045,Capillas,62,2,60,10,1,"16,67%",75,"13,33%"
34090808087,Gallifa,106,3,103,16,1,"15,53%",120,"13,33%"
34070909312,La Revilla y Ahedo,67,0,67,10,1,"14,93%",75,"13,33%"
34172626070,Grávalos,123,2,121,18,1,"14,88%",135,"13,33%"
34074949088,Gamones,76,3,73,10,1,"13,70%",75,"13,33%"
34132828064,Gascones,147,1,146,18,2,"12,33%",135,"13,33%"
34172626167,Villalobar de Rioja,43,2,41,4,1,"9,76%",30,"13,33%"
34074040215,Valtiendas,53,3,50,4,1,"8,00%",30,"13,33%"
34073434154,Revilla de Collazos,57,2,55,4,1,"7,27%",30,"13,33%"
34074040060,Condado de Castilnovo,68,0,68,4,1,"5,88%",30,"13,33%"
34024444018,Almohaja,15,0,15,2,1,"13,33%",15,"13,33%"
34094343037,Calafell,9801,176,9625,1284,4,"13,34%",9625,"13,34%"
34011111007,Barbate,10696,219,10477,1402,4,"13,38%",10477,"13,38%"
34153131208,Ribaforada,2024,23,2001,268,2,"13,39%",2001,"13,39%"
34073737047,Beleña,105,1,104,11,1,"10,58%",82,"13,41%"
34094343171,Vila-seca,8427,88,8339,1119,5,"13,42%",8339,"13,42%"
34081616066,Casasimarro,1912,49,1863,250,2,"13,42%",1863,"13,42%"
34025050115,Fuentes de Ebro,2285,42,2243,301,3,"13,42%",2243,"13,42%"
34025050222,Quinto,1125,23,1102,148,2,"13,43%",1102,"13,43%"
34074040213,Valdevacas y Guijar,65,0,65,9,1,"13,85%",67,"13,43%"
34094343038,Cambrils,11703,295,11408,1533,4,"13,44%",11408,"13,44%"
34070505254,Velayos,153,4,149,21,1,"14,09%",156,"13,46%"
34073434210,Villahán,83,7,76,7,1,"9,21%",52,"13,46%"
34073737274,Salamanca,69694,787,68907,9299,10,"13,50%",68907,"13,50%"
34090808155,Palafolls,4010,54,3956,534,4,"13,50%",3956,"13,50%"
34073737003,Ahigal de los Aceiteros,64,2,62,10,1,"16,13%",74,"13,51%"
34070909466,Villaverde del Monte,82,2,80,10,2,"12,50%",74,"13,51%"
34070505124,Medinilla,53,2,51,5,2,"9,80%",37,"13,51%"
34070505230,Santo Tomé de Zabarcos,59,3,56,5,2,"8,93%",37,"13,51%"
34053535018,San Bartolomé,7705,100,7605,1028,4,"13,52%",7605,"13,52%"
34074747144,San Martín de Valvení,71,10,61,8,2,"13,11%",59,"13,56%"
34073434129,Pino del Río,139,3,136,16,1,"11,76%",118,"13,56%"
34012121047,Manzanilla,1604,44,1560,212,2,"13,59%",1560,"13,59%"
34024444141,Lledó,97,3,94,14,1,"14,89%",103,"13,59%"
34172626084,Lardero,5380,91,5289,719,4,"13,59%",5289,"13,59%"
34074949160,Pobladura de Valderaduey,30,0,30,3,1,"10,00%",22,"13,64%"
34172626164,Ventrosa,37,2,35,3,1,"8,57%",22,"13,64%"
34070909144,La Gallega,39,2,37,3,1,"8,11%",22,"13,64%"
34101212137,Villores,44,0,44,6,1,"13,64%",44,"13,64%"
34160101004,Artziniega,996,36,960,131,2,"13,65%",960,"13,65%"
34092525249,Vilanova de l'Aguda,128,6,122,13,2,"10,66%",95,"13,68%"
34104646163,Massalfassar,1579,30,1549,212,2,"13,69%",1549,"13,69%"
34024444155,Montalbán,769,17,752,103,3,"13,70%",752,"13,70%"
34070909307,Redecilla del Camino,78,2,76,10,2,"13,16%",73,"13,70%"
34074747220,Villanueva de los Caballeros,99,3,96,10,1,"10,42%",73,"13,70%"
34070909023,Arcos,885,10,875,120,2,"13,71%",875,"13,71%"
34074040165,Rebollo,61,6,55,7,1,"12,73%",51,"13,73%"
34100303139,Villajoyosa/la Vila Joiosa,14945,239,14706,2020,5,"13,74%",14706,"13,74%"
34081919032,Anguita,109,5,104,11,1,"10,58%",80,"13,75%"
34074949165,Prado,45,2,43,4,2,"9,30%",29,"13,79%"
34090808067,Centelles,3581,37,3544,489,3,"13,80%",3544,"13,80%"
34123232075,San Cibrao das Viñas,3490,53,3437,475,3,"13,82%",3437,"13,82%"
34025050134,Langa del Castillo,90,2,88,13,2,"14,77%",94,"13,83%"
34074747047,Castroverde de Cerrato,129,5,124,18,2,"14,52%",130,"13,85%"
34072424036,Candín,236,11,225,27,2,"12,00%",195,"13,85%"
34074949153,Perilla de Castro,128,5,123,19,1,"15,45%",137,"13,87%"
34080202008,Alcaraz,916,15,901,125,3,"13,87%",901,"13,87%"
34090808043,Canyelles,2126,16,2110,293,4,"13,89%",2110,"13,89%"
34132828114,Piñuécar-Gandullas,118,1,117,15,2,"12,82%",108,"13,89%"
34070909351,Santa María del Invierno,51,3,48,5,1,"10,42%",36,"13,89%"
34024444048,Cabra de Mora,56,4,52,5,1,"9,62%",36,"13,89%"
34025050220,Puendeluna,36,0,36,5,2,"13,89%",36,"13,89%"
34073737298,Santibáñez de la Sierra,113,1,112,16,1,"14,29%",115,"13,91%"
34022222002,Abizanda,106,0,106,18,2,"16,98%",129,"13,95%"
34072424131,Riego de la Vega,453,2,451,63,2,"13,97%",451,"13,97%"
34132828042,Colmenar del Arroyo,1072,27,1045,146,2,"13,97%",1045,"13,97%"
34012929069,Marbella,48664,619,48045,6725,5,"14,00%",48045,"14,00%"
34070505133,Monsalupe,47,1,46,7,1,"15,22%",50,"14,00%"
34073737258,Puebla de Azaba,103,3,100,16,1,"16,00%",114,"14,04%"
34070909326,Rubena,115,3,112,16,1,"14,29%",114,"14,04%"
34081919299,Valdeavellano,77,2,75,8,1,"10,67%",57,"14,04%"
34090808185,Rubió,153,6,147,17,1,"11,56%",121,"14,05%"
34090808263,Sant Vicenç dels Horts,11183,144,11039,1552,4,"14,06%",11039,"14,06%"
34074040904,Navas de Riofrío,291,0,291,41,2,"14,09%",291,"14,09%"
34072424225,Villasabariego,684,11,673,95,2,"14,12%",673,"14,12%"
34074747074,Hornillos de Eresma,116,8,108,14,2,"12,96%",99,"14,14%"
34024444106,Fortanete,131,3,128,19,2,"14,84%",134,"14,18%"
34072424107,Pajares de los Oteros,171,9,162,20,1,"12,35%",141,"14,18%"
34081616035,Beteta,193,10,183,25,1,"13,66%",176,"14,20%"
34090808073,Cornellà de Llobregat,32801,375,32426,4622,6,"14,25%",32426,"14,25%"
34025050036,Asín,82,0,82,13,1,"15,85%",91,"14,29%"
34091717206,Urús,123,1,122,19,2,"15,57%",133,"14,29%"
34081616161,Piqueras del Castillo,43,0,43,6,1,"13,95%",42,"14,29%"
34073737036,San Miguel del Robledo,37,1,36,5,1,"13,89%",35,"14,29%"
34073737123,Encinasola de los Comendadores,113,8,105,12,2,"11,43%",84,"14,29%"
34081919302,Valdegrudas,44,3,41,4,1,"9,76%",28,"14,29%"
34070909467,Villaverde-Mogina,47,5,42,4,1,"9,52%",28,"14,29%"
34070505040,Bularros,55,2,53,4,1,"7,55%",28,"14,29%"
34070505030,Berrocalejo de Aragona,43,0,43,3,1,"6,98%",21,"14,29%"
34024444200,Rubielos de la Cérida,21,0,21,3,1,"14,29%",21,"14,29%"
34024444218,Tormón,28,0,28,4,1,"14,29%",28,"14,29%"
34081616143,Olmedilla de Eliz,15,1,14,2,1,"14,29%",14,"14,29%"
34111010077,Garciaz,512,23,489,70,2,"14,31%",489,"14,31%"
34073737109,Colmenar de Montemayor,139,4,135,22,1,"16,30%",153,"14,38%"
34073737211,Narros de Matalayegua,154,7,147,22,1,"14,97%",153,"14,38%"
34081919065,Cantalojas,94,0,94,17,1,"18,09%",118,"14,41%"
34081616111,Huerta del Marquesado,120,4,116,17,1,"14,66%",118,"14,41%"
34025050238,Santa Eulalia de Gállego,69,0,69,15,1,"21,74%",104,"14,42%"
34090808162,Els Hostalets de Pierola,1492,17,1475,213,4,"14,44%",1475,"14,44%"
34011818140,Motril,24777,944,23833,3444,4,"14,45%",23833,"14,45%"
34014141086,San Juan de Aznalfarache,9029,116,8913,1290,5,"14,47%",8913,"14,47%"
34024444038,Belmonte de San José,89,1,88,17,1,"19,32%",117,"14,53%"
34053838038,Santa Cruz de Tenerife,91048,1056,89992,13085,9,"14,54%",89992,"14,54%"
34022222142,Lascuarre,84,2,82,16,1,"19,51%",110,"14,55%"
34024444234,Tramacastiel,56,0,56,8,1,"14,29%",55,"14,55%"
34070505078,Fuentes de Año,80,3,77,8,2,"10,39%",55,"14,55%"
34011818901,La Taha,418,6,412,60,2,"14,56%",412,"14,56%"
34025050055,Borja,2484,35,2449,357,3,"14,58%",2449,"14,58%"
34070909433,Villagalijo,45,2,43,7,1,"16,28%",48,"14,58%"
34070909303,Rábanos,74,0,74,7,1,"9,46%",48,"14,58%"
34025050066,Cadrete,2153,49,2104,307,4,"14,59%",2104,"14,59%"
34053535002,Agüimes,14838,181,14657,2139,5,"14,59%",14657,"14,59%"
34074949019,Barcial del Barco,187,5,182,26,1,"14,29%",178,"14,61%"
34070909130,Fresneña,49,1,48,6,1,"12,50%",41,"14,63%"
34074949017,Asturianos,205,0,205,30,2,"14,63%",205,"14,63%"
34070505092,Hernansancho,109,4,105,15,1,"14,29%",102,"14,71%"
34132828182,Villavieja del Lozoya,200,3,197,29,2,"14,72%",197,"14,72%"
34090808244,Santa Coloma de Cervelló,3775,52,3723,549,3,"14,75%",3723,"14,75%"
34074949259,Villanueva de las Peras,60,1,59,9,1,"15,25%",61,"14,75%"
34070505112,El Losar del Barco,69,2,67,13,2,"19,40%",88,"14,77%"
34070505179,Papatrigo,161,8,153,17,2,"11,11%",115,"14,78%"
34073737101,Cerralbo,79,1,78,16,2,"20,51%",108,"14,81%"
34074747073,Herrín de Campos,82,4,78,16,1,"20,51%",108,"14,81%"
34104646224,Segart,146,0,146,24,3,"16,44%",162,"14,81%"
34024444257,Villar del Cobo,119,1,118,26,2,"22,03%",175,"14,86%"
34024444236,Tronchón,45,3,42,7,1,"16,67%",47,"14,89%"
34091717083,Hostalric,1926,8,1918,286,3,"14,91%",1918,"14,91%"
34022222209,Santa Cruz de la Serós,137,2,135,17,1,"12,59%",114,"14,91%"
34101212133,Villanueva de Viver,85,3,82,10,1,"12,20%",67,"14,93%"
34090808096,Granollers,22746,234,22512,3362,7,"14,93%",22512,"14,93%"
34104646219,Rugat,116,12,104,13,1,"12,50%",87,"14,94%"
34153131250,Bera,1766,27,1739,260,3,"14,95%",1739,"14,95%"
34024444196,Riodeva,86,0,86,16,2,"18,60%",107,"14,95%"
34074242209,Villar del Río,113,10,103,16,1,"15,53%",107,"14,95%"
34053535004,Arrecife,18371,261,18110,2709,5,"14,96%",18110,"14,96%"
34040707027,Inca,13709,137,13572,2034,5,"14,99%",13572,"14,99%"
34063939008,El Astillero,10367,73,10294,1543,5,"14,99%",10294,"14,99%"
34024444063,Cañizar del Olivar,58,0,58,9,2,"15,52%",60,"15,00%"
34081919193,Montarrón,30,1,29,3,1,"10,34%",20,"15,00%"
34073737056,La Bouza,31,0,31,3,1,"9,68%",20,"15,00%"
34074949016,Aspariegos,168,4,164,23,1,"14,02%",153,"15,03%"
34090808205,Sant Cugat del Vallès,38926,379,38547,5798,8,"15,04%",38547,"15,04%"
34081616227,Valdemoro-Sierra,78,0,78,11,1,"14,10%",73,"15,07%"
34070909268,Pinilla de los Barruecos,79,6,73,11,1,"15,07%",73,"15,07%"
34073737320,Tejeda y Segoyuela,60,0,60,8,1,"13,33%",53,"15,09%"
34091717141,Puigcerdà,3406,79,3327,503,3,"15,12%",3327,"15,12%"
34101212053,Chilches/Xilxes,1781,56,1725,261,3,"15,13%",1725,"15,13%"
34025050109,El Frago,90,0,90,28,3,"31,11%",185,"15,14%"
34090808101,L'Hospitalet de Llobregat,83689,1015,82674,12518,12,"15,14%",82674,"15,14%"
34074242036,Blacos,38,0,38,5,1,"13,16%",33,"15,15%"
34073434003,Abia de las Torres,102,4,98,10,1,"10,20%",66,"15,15%"
34074949096,Jambrina,114,9,105,12,1,"11,43%",79,"15,19%"
34012929084,Ronda,15986,332,15654,2386,4,"15,24%",15654,"15,24%"
34172626146,Soto en Cameros,86,7,79,9,2,"11,39%",59,"15,25%"
34074747017,Bercero,131,13,118,11,1,"9,32%",72,"15,28%"
34070505149,Narros de Saldueña,87,3,84,15,1,"17,86%",98,"15,31%"
34025050154,Mainar,97,1,96,17,1,"17,71%",111,"15,32%"
34024444185,El Pobo,76,0,76,19,1,"25,00%",124,"15,32%"
34024444004,Aguaviva,352,0,352,54,2,"15,34%",352,"15,34%"
34074040081,Frumales,93,2,91,12,1,"13,19%",78,"15,38%"
34081919169,Mantiel,21,1,20,2,1,"10,00%",13,"15,38%"
34111010100,Hoyos,575,36,539,83,2,"15,40%",539,"15,40%"
34022222215,Seira,101,0,101,15,1,"14,85%",97,"15,46%"
34070505083,Gemuño,100,6,94,13,1,"13,83%",84,"15,48%"
34074949185,San Agustín del Pozo,114,9,105,13,1,"12,38%",84,"15,48%"
34081919018,Alhóndiga,138,2,136,22,1,"16,18%",142,"15,49%"
34092525001,Abella de la Conca,95,0,95,20,1,"21,05%",129,"15,50%"
34063939049,Peñarrubia,246,1,245,38,2,"15,51%",245,"15,51%"
34070505224,Santa María del Arroyo,85,2,83,9,2,"10,84%",58,"15,52%"
34074949028,Brime de Urz,86,6,80,14,1,"17,50%",90,"15,56%"
34070909044,Barrios de Colina,45,0,45,7,1,"15,56%",45,"15,56%"
34091717021,Beuda,99,4,95,19,1,"20,00%",122,"15,57%"
34025050138,Lechón,39,1,38,10,1,"26,32%",64,"15,63%"
34073737021,Aldeaseca de Alba,50,4,46,5,1,"10,87%",32,"15,63%"
34081919155,Irueste,48,1,47,5,2,"10,64%",32,"15,63%"
34084545194,Villarejo de Montalbán,52,5,47,5,1,"10,64%",32,"15,63%"
34081919008,Albendiego,32,0,32,5,1,"15,63%",32,"15,63%"
34070909409,Valle de Manzanedo,94,0,94,13,1,"13,83%",83,"15,66%"
34070909225,Moncalvillo,48,7,41,8,1,"19,51%",51,"15,69%"
34025050012,Alborge,69,1,68,8,2,"11,76%",51,"15,69%"
34094343073,Llorac,72,0,72,8,1,"11,11%",51,"15,69%"
34081616092,Gabaldón,128,1,127,18,1,"14,17%",114,"15,79%"
34025050266,Trasobares,78,3,75,9,2,"12,00%",57,"15,79%"
34074747187,Vega de Ruiponce,54,3,51,6,1,"11,76%",38,"15,79%"
34070505046,Canales,27,1,26,3,2,"11,54%",19,"15,79%"
34081919129,Gascueña de Bornova,28,0,28,3,1,"10,71%",19,"15,79%"
34074747063,Fompedraza,62,4,58,6,1,"10,34%",38,"15,79%"
34070909133,Fresno de Rodilla,32,0,32,3,1,"9,38%",19,"15,79%"
34025050297,Zaragoza,335350,3384,331966,52781,11,"15,90%",331966,"15,90%"
34040707011,Calvià,17504,149,17355,2760,6,"15,90%",17355,"15,90%"
34070505260,Villanueva del Campillo,83,1,82,14,1,"17,07%",88,"15,91%"
34073737062,Cabezabellosa de la Calzada,67,2,65,7,1,"10,77%",44,"15,91%"
34033333078,Yernes y Tameza,122,0,122,18,1,"14,75%",113,"15,93%"
34070505213,San Juan del Olmo,70,4,66,11,1,"16,67%",69,"15,94%"
34164848088,Ubide,99,9,90,11,1,"12,22%",69,"15,94%"
34022222043,Baélls,61,1,60,8,1,"13,33%",50,"16,00%"
34070909060,Busto de Bureba,104,9,95,12,1,"12,63%",75,"16,00%"
34132828118,Puebla de la Sierra,80,3,77,8,2,"10,39%",50,"16,00%"
34024444193,Puertomingalvo,81,1,80,17,1,"21,25%",106,"16,04%"
34010404021,Bayarque,146,6,140,18,2,"12,86%",112,"16,07%"
34024444019,Alobras,59,3,56,9,1,"16,07%",56,"16,07%"
34090808308,Viver i Serrateix,109,1,108,14,1,"12,96%",87,"16,09%"
34070505077,Fuente el Saúz,133,4,129,19,2,"14,73%",118,"16,10%"
34074949164,Pozuelo de Tábara,109,3,106,20,2,"18,87%",124,"16,13%"
34070505069,Donjimeno,48,4,44,5,2,"11,36%",31,"16,13%"
34070909298,Quintanilla San García,52,3,49,5,1,"10,20%",31,"16,13%"
34070505176,Padiernos,190,4,186,30,3,"16,13%",186,"16,13%"
34111010018,Aliseda,1079,45,1034,167,2,"16,15%",1034,"16,15%"
34081616058,Carrascosa de Haro,73,8,65,11,1,"16,92%",68,"16,18%"
34025050167,Mezalocha,158,3,155,34,2,"21,94%",210,"16,19%"
34081616142,Olmedilla de Alarcón,103,3,100,17,1,"17,00%",105,"16,19%"
34074949163,Pozoantiguo,128,6,122,23,1,"18,85%",142,"16,20%"
34074242212,Villasayas,47,0,47,6,1,"12,77%",37,"16,22%"
34101212063,Fuente la Reina,39,2,37,6,1,"16,22%",37,"16,22%"
34100303086,Millena,162,5,157,19,2,"12,10%",117,"16,24%"
34053535027,Teror,7408,116,7292,1189,6,"16,31%",7292,"16,31%"
34090808200,Sant Boi de Llobregat,31411,401,31010,5060,6,"16,32%",31010,"16,32%"
34025050187,Nigüella,47,1,46,8,2,"17,39%",49,"16,33%"
34084545068,Garciotum,134,5,129,17,1,"13,18%",104,"16,35%"
34091717205,Ullastret,190,0,190,31,2,"16,32%",189,"16,40%"
34063939028,Entrambasaguas,3177,57,3120,512,4,"16,41%",3120,"16,41%"
34081919265,Tartanedo,128,4,124,19,1,"15,32%",115,"16,52%"
34101212142,Zucaina,135,2,133,23,1,"17,29%",139,"16,55%"
34073737063,La Cabeza de Béjar,48,0,48,10,1,"20,83%",60,"16,67%"
34074949177,Rionegro del Puente,176,2,174,34,1,"19,54%",204,"16,67%"
34172626068,Gimileo,63,1,62,12,1,"19,35%",72,"16,67%"
34172626175,Villavelayo,37,0,37,7,1,"18,92%",42,"16,67%"
34073737205,Morille,184,9,175,29,1,"16,57%",174,"16,67%"
34070909392,Tosantos,43,0,43,7,1,"16,28%",42,"16,67%"
34081919208,Pálmaces de Jadraque,46,0,46,7,1,"15,22%",42,"16,67%"
34070909183,Jaramillo de la Fuente,33,0,33,4,1,"12,12%",24,"16,67%"
34073434102,Mazariegos,139,7,132,16,1,"12,12%",96,"16,67%"
34070909122,Espinosa de Cervera,54,4,50,6,1,"12,00%",36,"16,67%"
34172626063,Fonzaleche,79,4,75,9,1,"12,00%",54,"16,67%"
34025050001,Abanto,60,1,59,7,1,"11,86%",42,"16,67%"
34172626126,Robres del Castillo,26,0,26,3,1,"11,54%",18,"16,67%"
34070909280,Quintanabureba,20,2,18,2,1,"11,11%",12,"16,67%"
34070909446,Villamedianilla,9,0,9,1,1,"11,11%",6,"16,67%"
34081919323,Villaseca de Uceda,36,0,36,4,1,"11,11%",24,"16,67%"
34172626081,Jalón de Cameros,20,1,19,2,1,"10,53%",12,"16,67%"
34073434039,Bustillo del Páramo de Carrión,42,1,41,4,1,"9,76%",24,"16,67%"
34074949012,Argañín,65,5,60,4,1,"6,67%",24,"16,67%"
34025050048,Berrueco,25,1,24,4,2,"16,67%",24,"16,67%"
34160101023,Elvillar/Bilar,189,3,186,31,2,"16,67%",186,"16,67%"
34160101001,Alegría-Dulantzi,1354,15,1339,224,4,"16,73%",1339,"16,73%"
