Client_name;grade;emp_title;emp_length;home_ownership;annual_inc;addr_state;riesgo
15610138;B;Director of Culinary Services;1 year;MORTGAGE;58000.0;PA;Alto riesgo
45809894;E;driver;10+ years;MORTGAGE;60000.0;KY;Alto riesgo
60837013;C;Associate real estate agent;< 1 year;RENT;100000.0;CA;Bajo riesgo
7587492;C;Edgecombs Imported Auto;10+ years;MORTGAGE;75000.0;VA;Alto riesgo
44028023;C;Floor Manager;4 years;RENT;50000.0;NY;Bajo riesgo
12498763;E;Sales Manager ;10+ years;RENT;103000.0;CA;Bajo riesgo
49585455;C;Housekeeping/Maintenance Lead;3 years;RENT;86905.0;CA;Bajo riesgo
72677253;F;Rest;;RENT;46984.0;MA;Bajo riesgo
55329026;E;Shift supervisor ;5 years;MORTGAGE;42000.0;IL;Alto riesgo
11020634;B;Service Office Manager;10+ years;MORTGAGE;57200.0;OR;Alto riesgo
26316699;D;Rest;;RENT;43000.0;OR;Bajo riesgo
448548;C;Rest;< 1 year;RENT;42000.0;OR;Bajo riesgo
10309461;C;Clerk;10+ years;MORTGAGE;53000.0;PA;Alto riesgo
40544826;F;mate;4 years;RENT;50000.0;LA;Bajo riesgo
69918828;C;Area Director;10+ years;OWN;95000.0;FL;Sin riesgo
9869465;E;human resource director;10+ years;RENT;91000.0;NY;Bajo riesgo
71044961;B;receptionist;10+ years;OWN;38000.0;NY;Sin riesgo
67078882;A;Sr Application support administrator;1 year;MORTGAGE;90000.0;IL;Alto riesgo
4587326;D;Grand Canyon Railway;5 years;OWN;25000.0;AZ;Sin riesgo
61415747;B;Town Clerk;6 years;RENT;100000.0;VA;Bajo riesgo
8331470;B;John C Lincoln;< 1 year;MORTGAGE;68000.0;AZ;Alto riesgo
63088753;F;Havoc tech;< 1 year;MORTGAGE;49000.0;MD;Alto riesgo
64802918;B;Specialist;1 year;MORTGAGE;48000.0;CA;Alto riesgo
65562470;B;Procurement Agent;10+ years;MORTGAGE;101200.0;AZ;Alto riesgo
6798029;D;Randstad;< 1 year;RENT;40000.0;NY;Bajo riesgo
49565738;B;Executive;10+ years;MORTGAGE;425000.0;IL;Alto riesgo
59610530;B;Rest;;OWN;56000.0;NY;Sin riesgo
52495899;C;Configuration Analyst;1 year;RENT;51000.0;VA;Bajo riesgo
33169339;A;pipefitter;10+ years;MORTGAGE;60000.0;NJ;Alto riesgo
35784889;A;Rest;;MORTGAGE;100000.0;CA;Alto riesgo
53303087;B;BHC;7 years;RENT;46000.0;OH;Bajo riesgo
56278014;B;Application engineer;3 years;RENT;82000.0;NC;Bajo riesgo
68449925;C;President;10+ years;MORTGAGE;130000.0;MN;Alto riesgo
70246611;C;Home Health Business Office Manager;3 years;MORTGAGE;45760.0;FL;Alto riesgo
64372659;C;Lpn;2 years;OWN;40000.0;TN;Sin riesgo
14399069;C;Sr. Spec Analyst;10+ years;RENT;63000.0;KY;Bajo riesgo
1332108;A;Rest;6 years;RENT;40000.0;CA;Bajo riesgo
61587356;D;REGISTERED NURSE;10+ years;MORTGAGE;106000.0;IL;Alto riesgo
1266605;C;QVC;5 years;RENT;38000.0;FL;Bajo riesgo
44025974;A;surgical technician;10+ years;MORTGAGE;60000.0;CA;Alto riesgo
18624929;A;SUPERVISOR RADIOLOGY;10+ years;MORTGAGE;85000.0;NY;Alto riesgo
49913803;B;Software Enginner;7 years;RENT;103000.0;TX;Bajo riesgo
49957036;B;relationship  mgr;10+ years;MORTGAGE;115000.0;NY;Alto riesgo
22090418;C;team member;10+ years;MORTGAGE;42000.0;FL;Alto riesgo
13696956;D;Vice President, Sales;4 years;MORTGAGE;85000.0;MN;Alto riesgo
61476324;C;Supervisor of hospital billing;4 years;MORTGAGE;46425.0;IN;Alto riesgo
34621851;C;Principal Clerk;10+ years;RENT;46021.0;NY;Bajo riesgo
2838962;E;Martin Door Manufacturing;10+ years;MORTGAGE;144000.0;UT;Alto riesgo
43287011;C;Security Officer;1 year;RENT;30000.0;TX;Bajo riesgo
13320794;D;Teacher;10+ years;MORTGAGE;74000.0;NY;Alto riesgo
43828490;A;Rest;;OWN;71000.0;OK;Sin riesgo
57334980;C;Director of Communications;1 year;RENT;105000.0;NY;Bajo riesgo
67733135;A;National Relationship Manager;1 year;MORTGAGE;150000.0;MI;Alto riesgo
5906809;B;JS Technologies Inc.;2 years;RENT;45000.0;CA;Bajo riesgo
64193253;C;Field Service Mechanic;10+ years;MORTGAGE;55000.0;CA;Alto riesgo
1254791;A;Bank of America Home Loans;1 year;RENT;41196.0;CA;Bajo riesgo
55486327;C;Team Lead;5 years;MORTGAGE;45000.0;MT;Alto riesgo
24676993;D;Accounting Clerk;3 years;RENT;32120.0;PA;Bajo riesgo
819844;D;IPC | a Walsworth Company;< 1 year;MORTGAGE;90000.0;GA;Alto riesgo
37436524;B;aviation mechanic;7 years;MORTGAGE;98000.0;CA;Alto riesgo
15449249;C;Senior Clerk;3 years;OWN;35000.0;FL;Sin riesgo
6345377;E;paramount meadows nursing center;6 years;RENT;30000.0;CA;Bajo riesgo
349168;E;DataPoint, Inc.;1 year;RENT;60000.0;MD;Bajo riesgo
46476534;E;Police officer ;10+ years;OWN;75000.0;LA;Sin riesgo
64845383;C;Cooler Inventory;10+ years;MORTGAGE;52000.0;NY;Alto riesgo
67860525;B;senior photo editor;< 1 year;RENT;60000.0;NY;Bajo riesgo
40841091;B;Executive Assistant/Office Supervisor;5 years;RENT;66300.0;MN;Bajo riesgo
49726422;E;Rest;;MORTGAGE;36858.48;GA;Alto riesgo
67725976;E;Rest;;RENT;14760.0;OH;Bajo riesgo
57295237;E;Suoervisor;10+ years;MORTGAGE;62324.0;NJ;Alto riesgo
10359478;C;Teacher;10+ years;RENT;93000.0;NY;Bajo riesgo
57641728;B;Industrial Engineering Analyst;5 years;RENT;55000.0;TX;Bajo riesgo
28200231;C;Medical Secretary;10+ years;RENT;34000.0;NC;Bajo riesgo
14899012;C;Electronics Technician;< 1 year;RENT;19000.0;IL;Bajo riesgo
16712365;B;Software Engineer III;9 years;MORTGAGE;68000.0;AZ;Alto riesgo
1644647;C;U S Postal Service;10+ years;MORTGAGE;53102.0;NC;Alto riesgo
31107000;C;Assistant Principal;2 years;RENT;60000.0;LA;Bajo riesgo
37567570;E;Computer Technician;6 years;OWN;32000.0;TX;Sin riesgo
1650597;B;White River Scool Dist;10+ years;MORTGAGE;78000.0;WA;Alto riesgo
1848399;B;Schwan's;4 years;MORTGAGE;110000.0;TX;Alto riesgo
66782870;A;Director of Programming;1 year;RENT;40000.0;MA;Bajo riesgo
72198932;C;Maintenance;4 years;RENT;25000.0;NE;Bajo riesgo
70689734;B;teacher;10+ years;MORTGAGE;47000.0;TX;Alto riesgo
49801064;B;Investigator;3 years;OWN;105000.0;PA;Sin riesgo
6330585;E;Charles Schwab Investment Mgmt.,Inc.;10+ years;RENT;398000.0;CA;Bajo riesgo
14429582;B;truck driver;9 years;RENT;41000.0;IL;Bajo riesgo
72219157;D;Customer Service ;3 years;RENT;50000.0;GA;Bajo riesgo
64596008;F;Accountant for Accounts Payable;10+ years;MORTGAGE;33000.0;AR;Alto riesgo
8319332;B;American Pipe Inc.;7 years;RENT;80000.0;SC;Bajo riesgo
59782013;D;Resource Specialist;6 years;MORTGAGE;42000.0;FL;Alto riesgo
3617319;C;Canyons School District;10+ years;MORTGAGE;20000.0;UT;Alto riesgo
40721118;A;Educator;9 years;MORTGAGE;60000.0;GA;Alto riesgo
35774706;D;Lead staff reporter;7 years;MORTGAGE;90000.0;NV;Alto riesgo
1801545;B;Omni-Sil Technologies;2 years;RENT;40000.0;GA;Bajo riesgo
64871841;D;Flight Attendant;10+ years;RENT;92000.0;CA;Bajo riesgo
60082063;B;Director, HR;8 years;OWN;142000.0;OH;Sin riesgo
28590935;E;locomotive engineer;10+ years;MORTGAGE;100000.0;MS;Alto riesgo
31067831;A;Accounts Receivable;1 year;RENT;26000.0;WV;Bajo riesgo
4064811;B;Ericsson Services Inc;7 years;RENT;45000.0;KS;Bajo riesgo
13026856;D;Wrap Service Coordinator;5 years;MORTGAGE;43200.0;CT;Alto riesgo
65073724;A;staff pharmacist;6 years;MORTGAGE;135000.0;MN;Alto riesgo
1033433;B;International Rescue Committee;< 1 year;RENT;53000.0;CA;Bajo riesgo
53412655;B;Orderfiller;7 years;RENT;42000.0;KS;Bajo riesgo
712900;C;U.S. Department of Homeland Security;2 years;RENT;55784.0;NH;Bajo riesgo
11040105;B;labor;1 year;OWN;40000.0;WY;Sin riesgo
1830129;A;E.F.MILLE & COMPANY;7 years;MORTGAGE;48000.0;NY;Alto riesgo
72118542;C;Counter Clerk ;3 years;MORTGAGE;49000.0;IN;Alto riesgo
26298246;D;Lead Engineer;5 years;MORTGAGE;67000.0;NC;Alto riesgo
35774253;F;Rest;;MORTGAGE;106240.0;SC;Alto riesgo
65581257;C;Sales Engineer;< 1 year;MORTGAGE;156000.0;NH;Alto riesgo
22692092;A;Director, Legal Services;1 year;MORTGAGE;175000.0;CO;Alto riesgo
31357317;D;Rest;;OWN;50000.0;IL;Sin riesgo
14509329;B;Director of Resource Planning;3 years;MORTGAGE;100000.0;NH;Alto riesgo
37596611;D;Cashier;9 years;RENT;29000.0;NY;Bajo riesgo
2637822;B;Kreisler Industrial Corporation;10+ years;MORTGAGE;25000.0;NJ;Alto riesgo
36024682;C;Serves/Bartender;10+ years;RENT;55000.0;FL;Bajo riesgo
697626;A;Rest;10+ years;MORTGAGE;100000.0;CT;Alto riesgo
68350759;D;Machinist;10+ years;RENT;65000.0;IL;Bajo riesgo
31817644;C;Business Development;10+ years;RENT;62000.0;IL;Bajo riesgo
19787434;D;material handler;< 1 year;MORTGAGE;65000.0;NY;Alto riesgo
5986827;C;Rest;2 years;MORTGAGE;82000.0;OR;Alto riesgo
61059542;D;Program Coordinator I ;5 years;MORTGAGE;65000.0;AK;Alto riesgo
37557849;A;Rest;;MORTGAGE;42000.0;FL;Alto riesgo
31417136;D;Radiation Therapist;10+ years;MORTGAGE;65000.0;AL;Alto riesgo
59760419;D;Longshoreman;10+ years;RENT;65000.0;CA;Bajo riesgo
2432891;D;Advanced Math and Science Academy Charte;4 years;MORTGAGE;58000.0;MA;Alto riesgo
58870233;B;Laborer;2 years;MORTGAGE;40000.0;MN;Alto riesgo
1109511;A;Rest;5 years;MORTGAGE;38000.0;NY;Alto riesgo
40563722;B;Marketing Media Manager;1 year;RENT;55000.0;FL;Bajo riesgo
13308509;B;Manager ;10+ years;MORTGAGE;200000.0;OR;Alto riesgo
58799504;A;Senior Pastor;7 years;RENT;64000.0;IL;Bajo riesgo
60738136;F;Machinist;10+ years;RENT;48000.0;WI;Bajo riesgo
37756673;A;Sales Associate;< 1 year;MORTGAGE;62500.0;WA;Alto riesgo
49556054;C;Elementary Teacher;10+ years;MORTGAGE;70000.0;MI;Alto riesgo
64986144;C;operator;4 years;MORTGAGE;75000.0;FL;Alto riesgo
45452260;D;Sr. Product Manager;7 years;RENT;170000.0;CA;Bajo riesgo
66522168;C;Behavior Analyst;4 years;RENT;115000.0;NJ;Bajo riesgo
23373741;D;Staff RN;7 years;MORTGAGE;130000.0;IL;Alto riesgo
30035069;D;Teacher;10+ years;MORTGAGE;55000.0;TX;Alto riesgo
14247272;B;Department Leader;6 years;RENT;45000.0;KS;Bajo riesgo
47914108;B;Senior SAP Developer;2 years;RENT;130000.0;NC;Bajo riesgo
71075471;B;Primary Care Coordinator - Referrals;10+ years;RENT;100000.0;FL;Bajo riesgo
43909132;B;Rest;;MORTGAGE;55000.0;OH;Alto riesgo
42455412;B;Accounting Manager;1 year;MORTGAGE;78000.0;GA;Alto riesgo
8447515;B;Harrahs Entertainment Inc;10+ years;MORTGAGE;40000.0;NV;Alto riesgo
56348437;C;technician;10+ years;OWN;70000.0;IN;Sin riesgo
14998416;D;Staff RN;1 year;RENT;70200.0;GA;Bajo riesgo
59679983;B;Manager, Data Integration;7 years;MORTGAGE;109000.0;PA;Alto riesgo
21037964;C;Police Officer;10+ years;RENT;89000.0;MA;Bajo riesgo
64383452;D;superentendent ;10+ years;MORTGAGE;56000.0;FL;Alto riesgo
41811839;B;Buyer;10+ years;RENT;56000.0;MA;Bajo riesgo
8538501;D;SkillPath;5 years;MORTGAGE;106000.0;MO;Alto riesgo
16762662;E;Service Technician;5 years;MORTGAGE;70000.0;CA;Alto riesgo
65487136;F;Owner;2 years;OWN;70000.0;GA;Sin riesgo
35023510;C;Controller;5 years;MORTGAGE;80000.0;NY;Alto riesgo
17502665;B;Underground Miner;6 years;MORTGAGE;80000.0;NV;Alto riesgo
4851442;B;BBU;6 years;MORTGAGE;48000.0;NM;Alto riesgo
1827762;D;QinetiQ-NA;10+ years;MORTGAGE;117000.0;VA;Alto riesgo
1107894;B;Ecumen;< 1 year;MORTGAGE;22000.0;MN;Alto riesgo
60899091;F;front end mgr;10+ years;RENT;50000.0;CA;Bajo riesgo
70444363;D;Professor;< 1 year;MORTGAGE;82000.0;MO;Alto riesgo
23352236;B;owner;2 years;RENT;55000.0;CA;Bajo riesgo
34050368;B;Microbiologist;2 years;MORTGAGE;135000.0;KS;Alto riesgo
67817204;B;Southeast Regional Director ;1 year;MORTGAGE;65000.0;FL;Alto riesgo
61954304;C;Rest;;RENT;20520.0;MA;Bajo riesgo
36074224;A;Dispatcher;2 years;MORTGAGE;36400.0;IN;Alto riesgo
46426202;C;Line Worker;5 years;RENT;50000.0;MI;Bajo riesgo
9032668;D;Rest;;OWN;27000.0;MN;Sin riesgo
58741693;A;owner;10+ years;MORTGAGE;40000.0;NC;Alto riesgo
59759375;B;Maitre D';10+ years;MORTGAGE;75000.0;MI;Alto riesgo
23422943;C;General Warehouse;2 years;RENT;40000.0;TX;Bajo riesgo
9887501;B;Draftsman/Office manager;10+ years;OWN;105000.0;PA;Sin riesgo
68849901;B;Network Site Tech;10+ years;RENT;65000.0;CO;Bajo riesgo
66832476;C;Manager;10+ years;MORTGAGE;80000.0;CT;Alto riesgo
42555638;B;Manufacturing Engineer;< 1 year;RENT;64000.0;PA;Bajo riesgo
45299894;G;Rest;;OWN;61296.0;TN;Sin riesgo
18334267;D;Firefighter;10+ years;MORTGAGE;113600.0;MA;Alto riesgo
1594557;B;The Oklahoman;6 years;RENT;38000.0;OK;Bajo riesgo
51351048;A;physician;10+ years;MORTGAGE;300000.0;MN;Alto riesgo
63456017;F;Office Manager;10+ years;OWN;39000.0;CA;Sin riesgo
15088444;A;Mechanic;10+ years;RENT;100000.0;CA;Bajo riesgo
19005256;D;Account Manager;10+ years;MORTGAGE;70000.0;IN;Alto riesgo
65670131;A;processor ;9 years;MORTGAGE;48000.0;AZ;Alto riesgo
8318853;A;arnot health;10+ years;OWN;75000.0;NY;Sin riesgo
59652605;C;Sales;2 years;RENT;50000.0;MI;Bajo riesgo
5486887;B;Pebble Creek Country Club;4 years;RENT;75000.0;TX;Bajo riesgo
5472754;B;Nuvasive spine;2 years;RENT;250000.0;MD;Bajo riesgo
38750416;A;Tactical Response Manager;2 years;MORTGAGE;95000.0;NC;Alto riesgo
67792753;A;owner ;10+ years;MORTGAGE;63000.0;FL;Alto riesgo
49931573;B;Manager;4 years;RENT;102000.0;CA;Bajo riesgo
51894165;D;Medical Biller;3 years;MORTGAGE;85000.0;IN;Alto riesgo
10747265;B;Professional ;6 years;RENT;40000.0;FL;Bajo riesgo
72768172;A;Senior CAD Designer;10+ years;RENT;74000.0;MI;Bajo riesgo
64587432;A;Assembler;5 years;RENT;41000.0;PA;Bajo riesgo
15960050;C;Retail Sales Representative;5 years;RENT;65000.0;AZ;Bajo riesgo
23543588;A;diesel mechanic;4 years;MORTGAGE;108000.0;LA;Alto riesgo
37597421;B;officer;10+ years;MORTGAGE;80000.0;OR;Alto riesgo
49781142;A;Customer Service Staff;10+ years;RENT;30000.0;GA;Bajo riesgo
43448297;B;manager;10+ years;OWN;61000.0;AZ;Sin riesgo
42385024;A;inventory coordinator;8 years;MORTGAGE;47000.0;IL;Alto riesgo
30044317;C;acct salesman;8 years;RENT;33215.0;MO;Bajo riesgo
66482096;D;Family Liaision;3 years;RENT;39000.0;MA;Bajo riesgo
2387039;A;United States Marine Corps;6 years;RENT;53000.0;SC;Bajo riesgo
3740115;B;American Pool Management;10+ years;RENT;120000.0;NY;Bajo riesgo
31236329;C;SERVICE ADVISOR;< 1 year;RENT;50000.0;CA;Bajo riesgo
65619794;B;Machinist;5 years;MORTGAGE;80000.0;MA;Alto riesgo
2116932;B;Bechtel;10+ years;MORTGAGE;130000.0;MD;Alto riesgo
17342882;A;Store Manager;10+ years;MORTGAGE;75000.0;FL;Alto riesgo
8448723;B;Satellite Dialysis;1 year;MORTGAGE;75000.0;CA;Alto riesgo
70243884;A;Loan Officer Assistant;4 years;MORTGAGE;90000.0;MA;Alto riesgo
65560485;C;Rest;;RENT;20112.0;CA;Bajo riesgo
61048008;A;Project Manager;2 years;MORTGAGE;129250.0;OH;Alto riesgo
11919969;C;Therapist;< 1 year;RENT;40000.0;CA;Bajo riesgo
32247120;C;Registered nurse;5 years;MORTGAGE;80000.0;MA;Alto riesgo
63049873;A;Operations Manager;8 years;OWN;62000.0;FL;Sin riesgo
14408191;B;SHERIFF;3 years;RENT;66000.0;NJ;Bajo riesgo
8733475;D;Columbia University;5 years;RENT;62500.0;NY;Bajo riesgo
49881509;B;Truck driver/ Diesel technician;< 1 year;MORTGAGE;70000.0;OK;Alto riesgo
14197146;B;Analyst;1 year;MORTGAGE;75000.0;IL;Alto riesgo
14510650;B;Loan Quality Control Officer;1 year;RENT;55000.0;MA;Bajo riesgo
67858831;C;Sr. Software QA Engineer;10+ years;MORTGAGE;140000.0;CA;Alto riesgo
12496996;C;IT Specialist;7 years;RENT;82000.0;MI;Bajo riesgo
73466641;E;machinist;9 years;MORTGAGE;79500.0;PA;Alto riesgo
43426397;C;Sales Manager, Financial Advisor;5 years;MORTGAGE;190000.0;CA;Alto riesgo
50810942;C;Physical Therapist;1 year;MORTGAGE;105000.0;IL;Alto riesgo
1669927;C;Washington gas;< 1 year;MORTGAGE;40000.0;MD;Alto riesgo
64242583;B;Psychologist;2 years;MORTGAGE;90000.0;OH;Alto riesgo
53945682;B;Operations Manager;5 years;RENT;60000.0;CA;Bajo riesgo
51954445;C;process mold technician ;7 years;MORTGAGE;55000.0;KY;Alto riesgo
1683226;B;Gwinnett county public schools;10+ years;MORTGAGE;58000.0;GA;Alto riesgo
40393499;C;Documentation Specialist;< 1 year;RENT;29000.0;PA;Bajo riesgo
66979581;E;Rest;;MORTGAGE;45000.0;OH;Alto riesgo
43219294;A;Director of Technical Operations;2 years;MORTGAGE;110000.0;CO;Alto riesgo
1899528;B;VASSO SYSTEMS;10+ years;OWN;106600.0;NY;Sin riesgo
11246950;E;Replenishment Manager;4 years;MORTGAGE;75000.0;AR;Alto riesgo
66524845;A;Sr. Performance Specialist;4 years;MORTGAGE;45000.0;TN;Alto riesgo
4309382;B;Instrument Transformers Inc;9 years;MORTGAGE;21000.0;FL;Alto riesgo
64332823;C;Nurse Assistant;10+ years;MORTGAGE;80000.0;CA;Alto riesgo
37706868;B;Rest;;MORTGAGE;80000.0;KS;Alto riesgo
611871;A;Boston College;10+ years;MORTGAGE;135000.0;MA;Alto riesgo
49749882;B;Rest;;MORTGAGE;48000.0;FL;Alto riesgo
634035;C;south oaks hospital;< 1 year;MORTGAGE;65000.0;NY;Alto riesgo
1738298;D;Municipal Credit Union;7 years;OWN;50000.0;NY;Sin riesgo
13887700;E;driver;10+ years;MORTGAGE;76000.0;MO;Alto riesgo
30015560;C;Project Manager;7 years;MORTGAGE;88000.0;VA;Alto riesgo
30935583;B;service manger;10+ years;MORTGAGE;42000.0;GA;Alto riesgo
35113643;D;VP;10+ years;MORTGAGE;80000.0;GA;Alto riesgo
23293057;B;Account Management;2 years;MORTGAGE;105000.0;MN;Alto riesgo
48562806;B;Director;9 years;OWN;75000.0;PA;Sin riesgo
64945306;C;QC Technician;10+ years;MORTGAGE;45045.0;NE;Alto riesgo
34791688;B;Retail Sales Associate;4 years;RENT;35000.0;CA;Bajo riesgo
1962138;A;Bank Of America;1 year;MORTGAGE;155000.0;TX;Alto riesgo
1426049;A;mi windows;10+ years;MORTGAGE;35000.0;PA;Alto riesgo
64952825;A;Sr. Eng. Manager ;10+ years;MORTGAGE;169000.0;NC;Alto riesgo
65490576;C;Supervisory Border Patrol Agent;10+ years;MORTGAGE;130000.0;TX;Alto riesgo
34441256;D;Principal;2 years;RENT;275000.0;CA;Bajo riesgo
46041403;A;Director of Operations;2 years;MORTGAGE;156000.0;FL;Alto riesgo
1013142;B;CH2M Hill;3 years;RENT;49380.0;SC;Bajo riesgo
26237386;D;Paralegal;1 year;RENT;40000.0;VA;Bajo riesgo
6059180;B;Rest;;RENT;30000.0;FL;Bajo riesgo
58972693;B;Instructional Supervisor;10+ years;MORTGAGE;73000.0;OH;Alto riesgo
42883660;C;Personal Trainer;3 years;RENT;65000.0;NJ;Bajo riesgo
60938844;C;Executive Director Cokesbury Sales;10+ years;MORTGAGE;94000.0;TN;Alto riesgo
719003;C;BCS Insurance group;3 years;RENT;58000.0;IL;Bajo riesgo
621642;B;JMK Builders Inc.;7 years;MORTGAGE;52000.0;NJ;Alto riesgo
10307254;B;insurance agent ;< 1 year;RENT;30000.0;NC;Bajo riesgo
12777301;D;Director of Field Operations;10+ years;RENT;35000.0;MA;Bajo riesgo
31386983;D;IT;6 years;RENT;90000.0;NJ;Bajo riesgo
41372950;E;IT Service Desk Tech;< 1 year;RENT;36480.0;WA;Bajo riesgo
943127;D;Aurora Public Schools;10+ years;MORTGAGE;60000.0;CO;Alto riesgo
59689398;A;Partner;5 years;MORTGAGE;250000.0;CA;Alto riesgo
64363792;B;entry operator;10+ years;MORTGAGE;65000.0;IN;Alto riesgo
7011302;C;Specialty Pipe & Tube of Tx;9 years;RENT;45000.0;TX;Bajo riesgo
59781754;D;IA;8 years;MORTGAGE;31000.0;WA;Alto riesgo
29072408;C;Technical Consultant/Technician;10+ years;MORTGAGE;68640.0;DE;Alto riesgo
61007826;C;Fire sprinkler technician ;2 years;RENT;60000.0;IL;Bajo riesgo
56650874;C;facility operator;5 years;OWN;105000.0;NY;Sin riesgo
17733426;D;cashier;10+ years;RENT;41000.0;VA;Bajo riesgo
49956917;D;driver;3 years;MORTGAGE;70000.0;PA;Alto riesgo
41393938;C;Instructor;10+ years;RENT;60000.0;CA;Bajo riesgo
53312774;B;Project Manager;10+ years;RENT;81583.0;TX;Bajo riesgo
9106726;D;Rest;3 years;RENT;43544.0;WI;Bajo riesgo
27939968;F;Hospital Contracting Executive;9 years;MORTGAGE;86700.0;WI;Alto riesgo
58759620;A;Environmental Specialist/Health Physicis;< 1 year;MORTGAGE;52000.0;OR;Alto riesgo
7841106;B;JETBLUE;2 years;RENT;55000.0;NY;Bajo riesgo
790263;C;Ecolab;2 years;MORTGAGE;84000.0;MA;Alto riesgo
59440196;C;warehousemen;10+ years;MORTGAGE;47000.0;OH;Alto riesgo
15090741;A;supervisor;7 years;MORTGAGE;52000.0;NY;Alto riesgo
59703180;A;Attorney;10+ years;MORTGAGE;133000.0;LA;Alto riesgo
55487527;B;Aircraft Technician;3 years;RENT;55000.0;TN;Bajo riesgo
43192208;B;General Manager;8 years;MORTGAGE;53000.0;AR;Alto riesgo
71327929;B;Sales Manager;3 years;OWN;130000.0;TX;Sin riesgo
44028770;B;Accountant;1 year;MORTGAGE;45000.0;GA;Alto riesgo
20658493;D;School Social Worker;7 years;MORTGAGE;72000.0;IL;Alto riesgo
27249224;A;Director of Operations;10+ years;MORTGAGE;85000.0;TX;Alto riesgo
25565730;D;Rest;;RENT;53364.0;NY;Bajo riesgo
1259686;B;Beef Brands LLC;10+ years;RENT;62000.0;IL;Bajo riesgo
37747263;C;Rest;;MORTGAGE;50000.0;NC;Alto riesgo
601164;C;Beaver Grocery;8 years;MORTGAGE;74400.0;OR;Alto riesgo
31396847;A;Loan Originator;2 years;RENT;92000.0;IL;Bajo riesgo
7028330;D;Advocate Health Network;10+ years;RENT;38000.0;IL;Bajo riesgo
42495229;A;business development manager;9 years;MORTGAGE;155000.0;NC;Alto riesgo
72458863;B;Superintendent;10+ years;OWN;92000.0;PA;Sin riesgo
41419436;E;Area Livestock Inspector Supervisor;10+ years;MORTGAGE;44000.0;AR;Alto riesgo
44265495;B;Director;6 years;MORTGAGE;140000.0;TX;Alto riesgo
65492780;B;HR Manager;7 years;RENT;57500.0;TX;Bajo riesgo
70388873;D;General manager;4 years;MORTGAGE;55000.0;MI;Alto riesgo
38508668;D;Office Represenative;1 year;RENT;55000.0;MI;Bajo riesgo
24644905;D;Teacher;10+ years;MORTGAGE;62000.0;GA;Alto riesgo
23042603;E;Biomedical Technician Supervisor;10+ years;OWN;60000.0;LA;Sin riesgo
69900644;A;Associate Attorney;4 years;MORTGAGE;173000.0;TX;Alto riesgo
630921;B;Irdeto;4 years;RENT;88000.0;CA;Bajo riesgo
72048285;A;Growth and Engagement Manager;2 years;RENT;65000.0;CO;Bajo riesgo
31287092;B;associate;4 years;RENT;54000.0;NY;Bajo riesgo
71330338;D;ANA;10+ years;RENT;53278.0;NJ;Bajo riesgo
23703138;B;Attorney;10+ years;MORTGAGE;121000.0;CA;Alto riesgo
31225879;C;Senior Loan Officer;10+ years;MORTGAGE;287000.0;MI;Alto riesgo
49747289;A;RN;< 1 year;MORTGAGE;105000.0;CO;Alto riesgo
45310263;A;Associate Administrator;10+ years;MORTGAGE;74000.0;IN;Alto riesgo
34110777;E;LPN Care Manager;7 years;RENT;65000.0;NV;Bajo riesgo
15930487;D;Teacher;10+ years;MORTGAGE;135000.0;NY;Alto riesgo
67731114;C;Maintenance;7 years;MORTGAGE;27000.0;FL;Alto riesgo
4846854;D;Western Cooling and Logistics, LLC;9 years;RENT;150000.0;CA;Bajo riesgo
10586993;A;Rest;10+ years;OWN;40000.0;AZ;Sin riesgo
11476918;A;Technical project manager;10+ years;MORTGAGE;90000.0;NC;Alto riesgo
46485998;D;A/R Representative;2 years;MORTGAGE;43197.12;OH;Alto riesgo
45670838;B;SCPT;7 years;RENT;38000.0;MO;Bajo riesgo
32318130;C;Senior Analyst;1 year;RENT;61000.0;VA;Bajo riesgo
43797294;C;Category Manager;3 years;MORTGAGE;100710.0;OH;Alto riesgo
14521471;C;Rest;;MORTGAGE;80000.0;MO;Alto riesgo
18314026;B;Inventory Coordinator;8 years;MORTGAGE;42000.0;OR;Alto riesgo
58832458;D;teacher;10+ years;MORTGAGE;97000.0;NJ;Alto riesgo
3418443;B;UPS;10+ years;RENT;84000.0;NJ;Bajo riesgo
24765111;F;Physician Assistant;6 years;MORTGAGE;160000.0;NY;Alto riesgo
64905422;C;production supervisor;10+ years;MORTGAGE;88000.0;NY;Alto riesgo
71448858;A;Dept. Secretary;10+ years;MORTGAGE;65000.0;CA;Alto riesgo
14298592;B;operator;6 years;MORTGAGE;90000.0;UT;Alto riesgo
72419693;A;Psychologist/Co-Owner ;5 years;MORTGAGE;200000.0;MN;Alto riesgo
1598435;A;Falco Design Inc,;4 years;OWN;44000.0;CA;Sin riesgo
72519579;D;blow mold operator;5 years;MORTGAGE;50000.0;NY;Alto riesgo
18313461;C;Driver;9 years;MORTGAGE;79000.0;NC;Alto riesgo
60577191;E;Utilities Superintendent;10+ years;OWN;46000.0;VA;Sin riesgo
35874442;A;Meat Manager;10+ years;RENT;84000.0;NJ;Bajo riesgo
1083633;A;Chris Hawley Construction;10+ years;RENT;95000.0;CA;Bajo riesgo
8429092;C;IBM;1 year;RENT;100000.0;MD;Bajo riesgo
7689535;F;Dupre' Logistics;10+ years;OWN;60000.0;LA;Sin riesgo
58651586;D;Table games dealer;2 years;RENT;27000.0;LA;Bajo riesgo
